"datasetNO" "ID" "gender" "age" "ethnic" "edu" "SES" "objSES" "subSES" "abroad" "abroad_c" "abroad_t" "FD1" "SD2" "UP3" "FW4" "FD5" "SD6" "UP7" "FW8" "FD9" "SD10" "UP11" "FW12" "FD13" "SD14" "UP15" "FW16" "FD17" "SD18" "UP19" "UP20" "FW21" "SD22" "FW23" "SD24" "UP25" "FW26" "UP27" "BFI1" "BFI2" "BFI3" "BFI4" "BFI5" "BFI6" "BFI7" "BFI8" "BFI9" "BFI10" "BFI11" "BFI12" "BFI13" "BFI14" "BFI15" "BFI16" "BFI17" "BFI18" "BFI19" "BFI20" "BFI21" "BFI22" "BFI23" "BFI24" "BFI25" "BFI26" "BFI27" "BFI28" "BFI29" "BFI30" "BFI31" "BFI32" "BFI33" "BFI34" "BFI35" "BFI36" "BFI37" "BFI38" "BFI39" "BFI40" "BFI41" "BFI42" "BFI43" "BFI44" "BFI45" "BFI46" "BFI47" "BFI48" "BFI49" "BFI50" "BFI51" "BFI52" "BFI53" "BFI54" "BFI55" "BFI56" "BFI57" "BFI58" "BFI59" "BFI60" "MLOC1" "MLOC2" "MLOC3" "MLOC4" "MLOC5" "MLOC6" "MLOC7" "MLOC8" "MLOC9" "MLOC10" "MLOC11" "MLOC12" "MLOC13" "MLOC14" "MLOC15" "MLOC16" "MLOC17" "MLOC18" "MLOC19" "MLOC20" "MLOC21" "MLOC22" "MLOC23" "MLOC24" "FD" "SD" "UP" "FW" "CHN_MLOC_6_I" "CHN_MLOC_6_P" "CHN_MLOC_6_C"
"139" 9 6177 "男" "2003.12" "汉族" "本科（含本科在读）" 20000 3 3 "否" "" "" 1 1 1 2 2 2 4 5 2 2 5 5 3 1 4 5 5 5 3 4 2 2 5 2 2 5 4 5 1 2 5 1 5 5 2 4 5 2 2 5 2 5 2 2 5 2 5 3 2 2 2 2 2 5 3 4 2 2 4 4 2 4 2 2 4 2 4 5 4 4 4 1 5 2 2 2 2 2 5 4 2 2 5 4 2 2 5 2 -1 2 2 2 2 -2 2 2 1 2 -2 2 -3 2 3 2 1 1 -2 2 -1 2 -2 2.6 2.14285714285714 3.375 4.14285714285714 38 33 20
"140" 9 619 "男" "2005.0325" "汉族" "本科（含本科在读）" 13000 5 7 "否" "" "" 2 2 1 4 2 3 3 3 2 2 1 4 2 2 2 4 2 3 3 3 4 3 4 3 2 4 3 4 4 2 4 2 4 4 2 3 4 2 2 4 3 4 4 2 4 2 3 3 2 2 3 2 2 4 1 4 2 3 4 3 2 4 2 2 4 2 5 4 2 4 4 2 4 2 2 3 2 3 4 4 2 2 4 4 2 2 4 1 1 -1 1 2 -2 -2 -1 1 1 -2 -1 -2 -2 -2 -1 -2 2 2 -1 2 -2 1 -1 2 2.57142857142857 2.25 3.85714285714286 36 11 17
"141" 9 6179 "男" "2003.9" "土家族" "本科（含本科在读）" 30000 4 4 "是" "日本" "1个月" 1 1 1 2 2 2 4 5 2 1 5 3 2 1 4 5 4 4 4 4 3 4 4 2 2 2 4 5 2 2 5 2 5 5 2 5 5 2 2 5 2 5 2 1 5 2 4 2 2 2 4 2 2 5 3 5 2 2 5 5 3 5 2 5 5 2 5 5 4 5 5 2 5 2 2 5 2 2 5 5 2 2 5 5 2 2 4 2 -2 2 3 3 2 -2 1 2 2 2 -2 2 -1 2 1 2 2 2 -2 2 1 2 -3 2.2 2.14285714285714 3.5 3.42857142857143 42 34 19
"142" 9 6198 "女" "1999.12" "汉族" "硕士（含硕士在读）" 7000 4 4 "否" "" "" 3 4 4 3 2 2 4 4 3 2 4 3 2 2 4 4 4 4 4 4 4 3 4 4 3 3 4 2 4 3 4 4 2 4 3 4 4 2 2 4 3 4 4 2 3 4 2 2 3 2 4 4 4 4 2 2 2 4 4 3 3 2 4 4 4 2 4 4 3 4 2 2 2 2 4 2 4 5 4 4 2 2 4 4 2 4 4 1 -1 -1 1 2 -1 -1 -1 1 1 -2 -1 -1 -1 -1 -1 1 -1 1 -1 1 -1 1 -1 2.8 3 3.875 3.57142857142857 31 17 18
"143" 9 680 "女" "2000.08" "汉族" "硕士（含硕士在读）" 15000 7 7 "否" "" "" 2 4 2 2 3 4 2 2 3 5 2 3 3 4 2 3 4 5 2 3 2 4 3 4 2 2 2 2 3 2 3 2 3 3 4 2 4 2 3 4 4 4 4 3 4 4 4 3 2 2 4 2 2 2 2 2 2 4 4 4 4 4 2 4 4 4 4 4 4 4 3 2 2 4 2 2 2 2 4 4 4 2 4 3 3 2 4 -1 -1 1 -1 1 1 -1 -1 -1 1 1 -1 1 -1 -1 -1 1 1 1 2 2 1 1 -1 3 4.28571428571429 2.125 2.42857142857143 27 29 20
"146" 9 6238 "男" "20010524" "汉族" "本科（含本科在读）" 12000 7 7 "是" "德国" "3个月" 2 5 3 4 1 3 2 5 3 3 4 4 1 4 4 5 4 4 3 4 5 4 5 3 3 4 4 5 5 1 4 1 5 5 1 4 5 2 1 5 1 4 4 1 5 2 4 4 2 1 5 2 1 5 1 4 1 2 5 4 2 4 2 1 5 3 4 5 2 5 4 2 5 2 1 4 2 1 5 4 2 2 5 4 2 2 4 1 -3 3 -1 3 -1 -2 -1 3 1 -3 1 -3 -2 -2 -1 -2 2 3 3 3 1 3 -3 2.2 3.71428571428571 3.375 4.57142857142857 41 20 14
"148" 9 691 "男" "2003.0618" "汉族" "本科（含本科在读）" 14000 5 5 "否" "" "" 2 3 2 4 2 3 2 4 2 3 4 4 2 3 4 4 4 4 4 3 4 3 4 3 2 4 3 4 4 2 4 2 4 4 2 4 4 2 3 4 3 4 3 2 4 2 3 2 2 1 4 2 2 4 2 4 2 2 3 4 2 3 2 2 4 2 4 4 3 4 4 2 3 2 2 4 2 2 3 4 2 2 4 4 2 2 4 2 -1 -2 -1 1 -2 -2 -1 2 -1 -2 -1 -2 -2 -1 1 -1 2 2 -1 2 2 2 -2 2.4 3.14285714285714 3 4 36 16 14
"149" 9 604 "男" "2002.12" "汉族" "本科（含本科在读）" 20000 5 5 "否" "" "" 2 4 4 3 1 3 3 4 3 3 5 3 4 4 3 5 4 4 4 4 4 4 5 4 4 4 2 4 4 1 4 1 5 4 1 4 3 2 1 4 2 4 4 2 5 4 3 2 2 2 4 2 2 5 2 2 1 3 4 5 2 3 3 2 4 2 4 4 2 4 4 1 3 2 2 4 2 2 4 4 2 1 4 4 2 2 2 3 1 1 1 1 -1 -1 -2 3 1 1 -1 -2 1 -1 2 1 1 2 1 2 2 3 -1 2.8 3.71428571428571 3.625 4 40 25 25
"150" 9 6125 "男" "2002.09" "汉族" "本科（含本科在读）" 15000 8 8 "否" "" "" 4 4 5 4 3 2 3 4 4 4 5 4 4 4 4 4 4 2 4 4 2 4 3 5 4 3 4 4 4 3 5 2 5 5 2 5 3 5 4 5 3 5 5 2 3 4 4 5 5 5 4 4 5 5 1 3 3 4 4 4 4 3 4 5 4 3 3 5 4 3 2 2 4 4 4 2 2 5 4 2 4 4 5 4 3 4 4 2 2 1 3 3 1 3 2 2 2 3 -2 2 1 2 1 1 1 3 1 -1 3 2 1 3.8 3.57142857142857 4.125 3.42857142857143 39 39 33
"151" 9 6218 "女" "2002.11" "汉族" "本科（含本科在读）" 30000 6 6 "否" "" "" 2 4 3 4 2 2 3 4 3 4 4 3 2 3 4 5 4 3 4 5 2 4 4 3 3 2 3 2 5 4 3 2 2 5 3 2 4 2 2 4 2 3 2 1 4 4 4 2 3 3 2 4 2 2 4 3 3 4 4 5 4 4 4 2 3 4 4 2 2 4 4 2 4 3 1 2 3 4 4 3 4 2 2 2 3 3 3 1 1 -1 -1 -1 -1 -2 -1 2 2 1 2 -1 2 -1 1 -1 -1 1 1 1 -1 1 -1 2.6 3.28571428571429 3.625 3.42857142857143 27 20 28
"152" 9 6256 "男" "200208" "汉族" "本科（含本科在读）" 20 6 8 "否" "" "" 2 4 3 4 2 3 4 5 2 2 4 4 3 2 4 5 3 4 4 3 4 3 5 2 2 4 4 4 5 2 4 2 4 5 2 4 4 2 1 4 2 5 3 1 4 2 4 4 2 2 4 3 2 4 1 5 2 3 5 4 2 4 2 1 4 2 4 5 2 5 4 2 4 1 1 3 4 3 5 4 5 4 5 4 2 1 4 2 -1 1 -1 2 -2 -1 1 1 1 -1 -1 -2 -3 1 -1 1 2 2 -1 2 1 3 -1 2.4 2.85714285714286 3.5 4.42857142857143 37 25 15
"153" 9 6187 "男" "2004.08" "汉族" "本科（含本科在读）" 7000 5 4 "否" "" "" 3 2 3 3 2 4 3 3 4 2 2 3 3 2 2 3 2 2 3 1 3 2 3 2 3 4 2 2 3 2 4 5 2 3 1 2 3 3 2 4 3 3 2 1 4 3 2 2 1 3 2 4 2 3 2 4 3 3 1 4 3 4 3 2 1 1 2 2 3 1 2 2 4 1 3 2 3 2 1 4 3 4 2 3 3 5 2 -1 1 -2 -1 -1 -2 -1 1 1 2 1 1 -1 -1 1 1 -1 1 -1 -1 -1 1 1 1 2.8 2.28571428571429 2.375 3.14285714285714 22 23 26
"155" 9 618 "男" "2003.0619" "汉族" "本科（含本科在读）" 18000 5 5 "是" "新加坡" "13个月" 1 3 1 5 1 3 4 5 2 3 3 4 2 3 4 5 4 4 4 3 4 4 5 4 2 3 4 4 3 2 4 1 4 3 2 4 4 2 1 4 2 4 4 2 3 4 3 2 1 1 3 2 2 3 1 4 2 2 4 3 4 3 2 1 4 3 4 4 2 4 3 1 4 1 2 4 1 3 4 5 3 2 4 5 2 3 4 2 -1 -2 2 2 -2 -1 -1 3 1 -1 -1 -2 -1 -1 1 -2 2 2 -1 1 -1 2 -1 2 3.42857142857143 3.125 4.42857142857143 40 13 19
"156" 9 671 "男" "2002.09" "汉族" "本科（含本科在读）" 20000 7 8 "否" "" "" 4 4 4 4 3 4 4 4 4 3 3 4 4 4 3 4 4 3 4 4 3 3 4 4 4 4 4 4 4 2 3 4 2 4 4 4 3 5 4 1 2 3 5 5 5 1 4 5 5 5 3 5 4 4 4 4 5 4 4 4 4 4 4 5 4 5 4 4 5 3 4 4 5 3 4 3 4 4 5 4 4 5 5 5 4 3 4 3 -3 2 -1 -1 -2 -1 2 2 3 2 -1 1 3 2 3 1 3 1 1 1 3 2 1 3.8 3.57142857142857 3.75 3.85714285714286 34 38 27
"157" 9 6154 "女" "2001.08" "壮族" "本科（含本科在读）" 7000 5 5 "否" "" "" 3 4 4 4 2 3 5 5 3 4 5 4 2 5 4 5 4 5 4 4 4 4 5 3 4 4 5 2 4 3 5 2 4 4 5 5 5 2 3 4 3 4 5 2 3 4 4 2 2 4 4 2 5 3 4 3 2 5 4 2 3 4 3 3 4 5 4 2 3 4 4 2 1 3 4 2 2 4 4 4 4 2 3 3 4 2 4 2 1 -1 1 2 -1 -1 -2 -1 1 -2 1 -2 -1 -2 1 -2 1 2 -1 2 -1 2 1 2.8 4 4.375 4.42857142857143 35 11 26
"159" 9 6212 "男" "2001.09" "汉族" "本科（含本科在读）" 10000 4 4 "否" "" "" 4 4 3 2 4 3 4 4 4 4 4 3 4 4 4 3 4 4 4 4 3 3 4 3 2 1 5 4 5 2 2 2 4 4 2 2 4 2 2 4 4 4 4 1 4 4 4 4 3 2 4 4 3 4 2 2 2 4 4 4 4 4 4 3 4 4 4 3 3 4 3 1 3 4 2 2 2 4 4 4 4 4 4 4 3 3 3 1 2 2 1 1 3 -1 2 2 3 2 -1 2 2 -1 -1 -1 -2 -1 -1 2 2 2 -3 4 3.57142857142857 3.75 2.85714285714286 30 31 28
"161" 9 659 "男" "1999.08" "汉族" "硕士（含硕士在读）" 12000 3 4 "否" "" "" 3 4 3 4 4 3 5 4 3 3 4 2 4 5 4 4 3 4 4 3 4 5 4 3 3 2 4 3 5 3 3 4 4 5 4 3 3 4 2 4 3 3 4 1 3 4 3 2 3 3 2 4 3 4 3 3 5 4 4 3 5 3 4 3 4 5 4 3 2 4 3 4 3 2 2 1 3 4 5 4 4 5 3 4 2 3 3 1 2 -1 1 -2 1 1 2 1 2 -1 -1 2 1 2 3 1 -3 1 -1 2 1 1 -2 3.4 3.85714285714286 3.75 3.42857142857143 26 29 31
"162" 9 611 "女" "2003.03" "汉族" "本科（含本科在读）" 18 6 6 "否" "" "" 2 1 2 5 2 2 4 5 2 2 5 4 1 4 5 4 2 4 4 5 4 2 4 2 5 4 5 5 4 1 4 2 4 5 1 5 4 2 2 5 1 5 2 1 5 1 5 4 1 1 5 2 2 5 1 5 1 2 5 4 1 5 2 1 5 2 3 5 2 5 4 2 4 1 2 5 2 2 5 5 1 2 5 5 2 2 5 3 -2 -1 3 2 -1 -1 -2 2 -1 -2 -2 -2 -3 -1 -1 -2 3 2 1 2 -1 3 -2 1.8 2.42857142857143 4.375 4.28571428571429 44 14 11
"163" 9 6102 "男" "2003.01" "汉族" "本科（含本科在读）" 10000 4 4 "否" "" "" 4 5 3 2 1 4 4 4 2 4 5 4 1 4 5 5 2 4 4 4 2 4 4 3 2 2 4 4 4 2 4 2 4 4 2 4 4 2 2 4 2 4 4 2 4 2 5 2 2 2 4 2 2 3 2 4 1 3 4 4 2 5 2 2 4 2 4 5 2 4 5 1 4 2 1 2 2 2 4 5 2 1 4 4 2 2 4 2 -1 -1 2 1 -2 2 -1 2 2 -2 -1 -2 -1 -1 -1 -2 1 2 -2 1 2 2 -1 2 4 3.875 3.28571428571429 37 15 21
"164" 9 6275 "男" "2001.03" "汉族" "本科（含本科在读）" 15000 6 5 "否" "" "" 3 4 2 5 2 3 3 4 2 4 2 4 3 4 2 4 5 4 2 4 4 4 3 4 3 4 2 4 4 2 4 3 4 5 4 5 5 4 2 5 3 4 4 2 5 3 4 4 3 2 3 3 3 4 3 2 2 3 4 5 5 4 3 2 5 4 5 4 2 4 4 3 3 4 1 2 2 4 5 4 4 2 4 5 3 2 3 1 2 2 -1 2 1 1 2 2 1 2 1 1 -1 1 2 -1 -1 1 2 2 1 2 -2 3 3.85714285714286 2.5 4 32 34 29
"165" 9 6331 "女" "2000.05" "汉族" "硕士（含硕士在读）" 20000 6 6 "否" "" "" 2 2 2 2 2 2 2 4 2 2 2 4 2 4 2 4 4 4 2 4 3 4 4 2 3 4 3 2 4 2 4 2 2 4 3 3 4 3 2 4 2 2 4 2 4 4 4 2 2 2 2 3 3 4 2 4 4 4 4 4 4 4 3 2 4 4 3 4 2 4 4 3 2 2 2 2 2 4 4 4 4 3 3 4 2 2 2 1 -1 -1 -1 1 -1 -1 -1 1 1 -1 1 1 -1 -1 -1 -2 -2 1 1 2 -2 1 -2 2.4 2.85714285714286 2.5 3.57142857142857 28 18 19
"167" 9 6150 "男" "2003.1" "汉族" "本科（含本科在读）" 5000 3 3 "否" "" "" 3 4 2 2 2 4 4 5 4 3 4 2 2 4 4 5 4 4 4 4 4 4 5 4 4 4 5 2 4 3 4 3 4 4 3 4 4 2 2 4 2 4 3 2 4 4 2 3 2 2 3 4 2 4 3 4 2 5 4 4 2 4 3 2 4 2 4 4 2 4 4 2 3 2 3 4 3 4 4 4 2 3 4 4 3 2 4 1 -1 1 -1 1 1 -1 1 1 1 1 -1 1 1 1 -1 1 1 1 -1 1 2 1 -1 3 3.85714285714286 3.875 3.85714285714286 30 31 22
"168" 9 2313 "男" "1996.1" "汉族" "硕士（含硕士在读）" 10000 5 6 "否" "" "" 4 4 4 2 3 2 4 4 3 4 4 2 4 5 4 4 4 4 4 5 3 5 4 4 4 3 4 3 5 1 3 1 5 5 2 2 4 2 4 4 2 5 5 1 5 4 5 2 4 2 3 1 4 4 5 5 1 5 4 5 5 5 4 3 5 5 4 3 5 4 4 2 4 3 2 2 2 4 4 5 4 1 3 4 2 2 5 2 1 1 -1 3 2 -1 -1 2 2 -2 3 3 -1 -1 -1 -1 -1 -1 3 3 1 2 2 3.6 4 4.125 3.14285714285714 33 27 31
"169" 9 666 "男" "2000.06" "汉族" "本科（含本科在读）" 8000 3 2 "否" "" "" 3 4 3 3 4 2 5 4 3 3 4 2 3 4 4 4 5 3 4 3 5 5 4 3 3 2 4 3 5 3 3 4 4 5 4 3 3 3 2 4 3 3 5 2 3 5 3 1 2 3 2 3 3 4 3 3 4 4 5 4 5 3 4 3 4 3 4 3 2 4 4 4 3 2 1 2 3 4 5 4 4 3 4 5 3 3 2 1 1 -1 2 -3 1 -1 1 1 2 1 -1 2 1 -1 2 1 -3 1 -1 2 1 1 -3 3.6 3.42857142857143 3.75 3.42857142857143 26 27 26
"170" 9 6326 "女" "1997.07" "汉族" "硕士（含硕士在读）" 5000 3 3 "否" "" "" 2 3 1 2 2 2 5 5 2 2 4 2 1 4 4 5 3 4 4 3 2 4 5 4 3 2 4 1 4 4 1 3 1 4 4 2 5 5 1 3 4 2 3 2 2 4 3 1 1 2 4 2 4 3 2 1 4 3 3 2 4 2 2 3 2 4 2 2 3 3 1 4 1 5 3 2 3 5 4 4 3 3 2 5 3 4 3 -1 1 -1 -2 -2 3 -2 2 2 1 -1 -2 3 2 1 -1 1 -3 -2 1 3 -2 -1 -3 2 3.28571428571429 3.5 3.28571428571429 18 28 23
"171" 9 685 "男" "2000.08" "汉族" "本科（含本科在读）" 8000 3 3 "否" "" "" 3 4 3 3 4 2 4 5 3 3 4 2 3 4 4 4 5 4 4 3 4 5 4 3 2 2 4 3 5 2 3 4 4 5 4 3 3 3 2 4 3 3 4 2 4 3 2 2 2 3 2 4 3 4 3 4 4 4 5 4 4 3 4 3 4 4 3 3 2 4 3 5 3 2 3 2 4 4 5 4 4 4 4 3 2 3 3 1 2 -1 1 -2 1 -1 2 2 1 -1 -1 3 1 2 3 1 -3 1 -1 2 1 1 -2 3.6 3.57142857142857 3.5 3.42857142857143 27 30 28
"173" 9 6339 "女" "1998.1" "汉族" "硕士（含硕士在读）" 2000 2 1 "否" "" "" 5 3 4 2 3 2 3 5 5 4 4 2 2 5 3 5 5 5 3 5 2 5 5 5 5 1 3 1 4 5 1 3 2 3 5 1 2 5 2 2 5 2 3 2 1 5 4 1 3 5 1 5 5 1 5 1 5 5 5 1 5 5 3 3 1 3 3 1 3 3 2 3 1 5 4 2 2 5 3 3 4 4 1 3 3 3 1 2 2 2 1 -3 1 2 1 1 2 2 1 1 1 1 1 3 -2 -1 -1 2 2 1 2 4 4.14285714285714 3.75 3.14285714285714 25 35 36
"174" 9 6278 "女" "2000.05" "汉族" "硕士（含硕士在读）" 8000 4 3 "否" "" "" 2 2 4 2 2 1 2 5 4 2 1 3 2 4 1 5 4 4 2 5 2 4 5 2 2 3 2 3 1 2 2 4 4 3 5 2 2 5 4 4 2 4 2 4 3 4 3 2 4 4 2 1 4 3 4 2 3 4 2 2 4 2 4 3 2 3 4 2 2 4 3 4 4 4 5 2 2 5 3 2 3 1 2 2 3 2 2 -2 1 -2 -1 -2 2 3 -1 2 2 -1 2 2 2 2 2 2 2 2 2 2 2 2 2 2.8 2.71428571428571 2.375 3.57142857142857 29 30 40
"175" 9 6105 "男" "2004.08" "汉族" "本科（含本科在读）" 8000 4 5 "否" "" "" 2 1 4 3 1 3 4 5 1 2 3 5 2 1 4 5 4 5 4 4 5 2 5 2 1 3 4 4 5 1 4 1 5 4 2 5 4 2 3 4 2 5 2 1 4 2 4 3 3 2 5 2 2 4 1 5 2 2 4 5 2 4 2 1 4 2 5 4 2 5 5 2 4 2 1 4 1 2 4 5 2 1 4 5 2 1 4 2 -2 -3 1 2 -1 -1 -2 2 1 -2 -1 -2 -3 -2 -3 -3 2 -2 -1 2 -2 3 -1 2 2.28571428571429 3.5 4.42857142857143 36 7 13
"176" 9 615 "男" "2003.06" "汉族" "本科（含本科在读）" 12000 4 5 "否" "" "" 2 4 3 4 2 4 4 4 3 3 4 4 2 3 4 4 3 4 4 3 3 2 4 3 4 2 4 3 4 2 3 2 4 3 2 4 4 2 2 4 2 4 4 2 4 3 3 2 2 3 4 3 2 4 2 4 2 4 4 4 3 3 2 1 4 3 4 4 2 3 4 2 4 2 2 3 2 4 4 4 3 2 4 5 2 2 4 1 1 -1 2 1 -1 -1 -1 2 1 -1 -1 -1 -3 -1 2 -1 -1 2 2 2 -1 1 -1 2.4 3.28571428571429 3.75 3.57142857142857 34 19 21
"177" 9 629 "男" "2003.03" "汉族" "本科（含本科在读）" 9500 3 4 "否" "" "" 2 4 4 2 2 3 4 5 3 3 4 4 2 3 4 5 3 4 4 4 4 2 4 4 4 2 4 4 5 2 4 2 5 3 2 4 4 2 1 4 2 4 4 2 5 2 3 2 1 2 4 3 1 3 2 4 2 3 4 5 3 4 3 2 4 2 3 4 2 5 5 2 3 2 2 3 2 3 4 5 2 2 4 5 2 2 4 2 1 1 2 -1 -1 -1 1 2 1 1 -1 1 -1 -1 2 1 -2 1 2 2 2 -1 -1 2.4 3.28571428571429 4 3.71428571428571 29 32 23
"179" 9 6257 "女" "1998.09" "汉族" "硕士（含硕士在读）" 7000 5 4 "是" "英国" "0.6个月" 3 3 4 2 3 4 2 2 3 3 3 2 2 4 4 4 4 4 4 4 2 4 4 4 2 2 2 2 4 3 4 2 3 5 4 4 4 2 2 3 4 3 4 1 3 4 3 3 2 3 2 4 3 4 4 2 2 4 4 3 3 3 3 3 3 4 3 3 3 4 2 2 2 2 2 2 2 3 5 3 4 2 3 5 4 4 3 1 -1 1 1 -1 -1 1 1 1 1 1 1 -1 1 1 2 -1 -1 1 1 1 1 1 -1 3 3.71428571428571 3.125 2.57142857142857 28 28 27
"180" 9 6207 "女" "2002.04" "汉族" "本科（含本科在读）" 4000 5 4 "否" "" "" 1 1 3 4 1 1 5 4 2 2 2 5 1 3 5 4 4 4 4 3 2 3 5 2 3 5 5 5 5 5 1 1 5 5 4 2 5 1 2 4 5 4 1 1 3 4 4 4 2 2 4 1 2 5 2 1 2 3 4 4 4 5 2 2 5 3 4 4 1 5 2 2 4 2 2 3 1 2 5 4 2 2 5 5 2 5 4 2 -2 3 2 2 -3 -2 -3 3 1 -3 -3 -2 -2 -3 -3 -3 2 1 -3 3 -1 3 -2 1.8 2.28571428571429 3.75 4.14285714285714 42 9 8
"181" 9 6258 "男" "2004.03" "汉族" "本科（含本科在读）" 15000 5 5 "否" "" "" 2 4 2 4 1 4 5 4 2 1 4 5 1 4 4 4 5 5 5 4 5 4 5 3 2 3 5 2 4 3 4 4 3 5 4 4 4 1 4 5 5 4 4 1 3 4 1 2 4 5 4 5 2 4 3 4 2 4 5 3 2 2 2 3 4 3 4 4 2 4 4 3 4 4 4 3 1 5 5 4 2 3 4 4 2 2 4 2 -1 2 2 2 -1 -1 2 -1 2 -1 -1 1 2 2 1 -1 1 2 1 2 1 2 -1 2.2 3.57142857142857 3.875 4.28571428571429 36 31 24
"182" 9 6315 "女" "1999.03" "汉族" "硕士（含硕士在读）" 10000 4 4 "否" "" "" 2 2 3 2 2 2 2 2 2 1 4 2 2 3 4 2 2 5 3 4 4 2 4 1 1 2 4 2 4 4 2 1 3 4 4 3 5 2 2 3 4 4 4 2 2 5 5 1 1 3 4 4 4 4 4 2 1 5 4 2 4 4 2 2 2 4 4 2 2 2 2 1 2 4 3 1 1 5 4 3 3 2 2 2 4 2 4 2 -1 -2 -2 -1 1 -2 -2 2 -1 -2 1 1 -2 -2 -2 -3 2 1 -2 3 -2 1 -3 2 2.28571428571429 3.125 2.57142857142857 32 10 15
"183" 9 6147 "女" "1998.03" "汉族" "硕士（含硕士在读）" 10000 5 6 "否" "" "" 2 4 2 1 1 2 2 5 3 4 4 2 2 4 4 4 4 5 4 4 5 4 4 4 4 2 4 5 5 4 4 1 5 5 4 5 5 1 4 4 5 4 3 1 3 3 5 3 3 4 5 1 1 4 2 2 1 2 4 3 3 5 2 2 4 2 5 4 3 4 3 1 4 2 2 3 1 4 4 4 2 1 5 3 3 4 5 1 -1 -1 1 -1 -1 -3 1 -1 -1 -1 1 1 -1 1 1 1 -1 -1 -1 1 1 1 1 2.4 3.85714285714286 3.5 3.28571428571429 24 26 20
"184" 9 6126 "女" "199810" "汉族" "硕士（含硕士在读）" 10000 6 5 "否" "" "" 2 2 1 3 1 1 4 4 3 2 1 4 2 4 3 4 3 4 2 4 1 3 4 2 2 2 2 1 5 1 2 3 1 4 1 2 2 2 1 4 2 1 5 1 5 3 1 1 1 1 3 2 2 4 2 3 1 5 4 5 2 1 2 2 4 2 2 3 2 4 3 4 1 4 1 3 2 4 4 4 2 2 3 4 3 3 2 1 -3 -3 -1 3 -1 -3 -3 1 1 -3 -3 -1 -3 -2 -1 -2 -1 1 -2 2 -3 1 -2 2.2 2.57142857142857 2.375 3.14285714285714 31 5 9
"185" 9 6300 "男" "2004.07" "汉族" "本科（含本科在读）" 7000 6 7 "否" "" "" 3 5 4 4 1 5 2 4 5 4 2 5 1 4 2 5 4 4 2 4 5 5 4 4 4 5 2 5 5 2 4 2 4 4 3 4 4 2 1 4 3 4 3 1 5 2 4 4 3 2 4 2 2 4 3 4 2 4 4 5 3 4 2 4 5 3 4 5 2 4 5 2 4 2 2 4 1 2 5 5 3 2 5 4 4 2 5 3 -2 -1 3 3 -2 -1 -2 2 1 -2 -1 -2 -2 -2 2 -2 1 2 2 2 2 2 -2 2.8 4.42857142857143 2.75 4.57142857142857 42 17 17
"186" 9 6273 "女" "1999.11" "汉族" "硕士（含硕士在读）" 20000 4 4 "否" "" "" 3 4 3 4 2 2 3 4 3 4 4 4 2 4 4 4 4 4 4 4 4 4 4 4 4 2 3 4 4 3 2 1 4 4 4 3 4 2 2 4 2 4 2 2 2 4 5 2 2 4 4 4 2 4 2 3 2 2 4 3 4 4 2 4 3 4 3 4 2 4 3 2 4 2 2 2 2 4 4 4 4 4 3 3 2 2 4 1 -1 -1 2 -1 -1 -1 -1 1 1 1 -1 1 1 1 -1 1 -1 1 -2 2 1 2 -2 2.8 3.71428571428571 3.625 3.71428571428571 31 25 19
"187" 9 6229 "女" "1999.08" "汉族" "硕士（含硕士在读）" 13000 6 6 "否" "" "" 2 4 2 2 2 2 4 4 2 3 4 2 1 4 4 4 3 4 4 4 3 5 4 4 2 2 4 2 4 2 4 2 3 4 2 4 3 4 4 4 4 4 4 2 4 4 3 4 3 2 3 3 4 3 2 2 2 4 3 3 4 4 3 4 4 2 3 3 4 4 3 2 2 4 3 2 2 2 4 4 4 4 3 3 2 2 4 1 -2 -1 1 2 -1 -1 1 1 1 -1 -1 1 -1 1 2 1 -1 1 1 2 1 1 -1 2 3.71428571428571 3.5 3 32 28 20
"188" 9 612 "男" "2000.1" "汉族" "本科（含本科在读）" 10000 4 5 "是" "泰国" "6" 3 3 4 5 1 4 3 3 3 4 3 5 1 4 3 4 4 4 4 5 5 4 4 3 4 5 2 4 4 2 3 1 4 4 2 5 5 3 5 4 2 4 4 4 4 4 4 4 3 3 4 4 2 4 2 5 1 4 4 5 4 4 3 4 4 2 3 4 3 4 5 4 4 2 2 3 3 2 4 4 4 4 4 4 3 2 4 2 -1 2 1 1 1 1 2 -1 1 1 -1 1 -1 1 1 -1 1 1 -1 1 -1 1 1 2.4 3.71428571428571 3.5 4.42857142857143 31 28 26
"189" 9 6186 "男" "1997.1" "汉族" "本科（含本科在读）" 7000 5 4 "否" "" "" 1 2 2 4 1 2 4 5 1 1 4 5 1 5 2 5 2 3 2 4 4 2 5 1 2 5 2 1 5 2 4 2 4 5 2 4 4 2 1 4 2 4 5 1 4 2 3 1 1 2 4 2 1 5 2 4 1 4 5 4 2 3 2 1 5 1 4 4 1 5 5 1 2 1 1 4 2 4 5 4 1 1 4 4 1 1 4 2 -2 -3 1 1 -3 -2 -3 3 -2 -3 -2 -3 -2 -2 -1 -3 2 2 -1 3 -2 3 -2 1.2 2.28571428571429 2.75 4.71428571428571 41 4 8
